batting-hand,bowler_type_way_out,innings,batsman_runs,batsman_balls,batsman_4s,batsman_6s,batting_position,dismissed_ball,wickets_fallen,runs_scored
left,Right-arm medium-fast_caught,1,0,1,0,0,6,38.2,4,253
left,Right-arm fast-medium_caught,1,7,12,1,0,7,17.1,5,70
left,Right-arm offbreak_lbw,2,5,13,0,0,7,39.5,6,201
left,Left-arm fast-medium_caught,1,57,103,6,0,7,44.1,7,149
left,Left-arm fast-medium_caught,1,39,34,3,1,7,49.2,8,275
left,Right-arm offbreak_lbw,1,38,64,0,0,7,34.2,5,166
left,Right-arm fast-medium_caught,1,22,20,1,0,8,45.5,7,274
left,Left-arm fast-medium_caught,2,36,35,2,1,8,44.3,9,275
left,Right-arm medium-fast_caught,1,51,72,3,2,6,49.2,8,190
left,Right-arm offbreak_bowled,2,6,9,0,0,7,45.1,5,219
left,Right-arm fast-medium_lbw,1,0,1,0,0,7,38.1,5,189
left,Right-arm offbreak_caught,2,20,44,2,0,7,28.2,8,84
left,Right-arm medium-fast_caught,1,0,9,0,0,7,25.2,5,77
left,Right-arm medium-fast_caught,1,17,26,3,0,7,39.2,6,199
left,Right-arm fast-medium_caught,1,78,89,10,0,7,49.2,6,229
left,Right-arm fast-medium_caught,1,0,1,0,0,7,49.1,5,288
left,Slow left-arm orthodox_caught,1,21,21,2,0,7,43.4,5,206
left,Right-arm medium-fast_caught,2,38,62,3,0,7,28.3,5,142
left,Right-arm fast_caught,1,10,10,0,0,4,43.2,2,341
left,Right-arm fast-medium_caught,2,19,25,0,0,7,22.3,5,114
left,Slow left-arm orthodox_caught,2,12,8,0,0,7,48.4,5,257
left,Right-arm medium-fast_caught,2,3,10,0,0,7,43.3,5,184
left,Left-arm fast_caught,2,18,35,1,0,7,30.4,5,114
left,Right-arm fast-medium_bowled,2,17,21,1,0,6,37.4,5,191
left,Right-arm fast-medium_caught,2,8,17,1,0,7,26.3,5,104
left,Right-arm offbreak_caught,2,13,23,0,0,8,39.2,6,131
left,Right-arm offbreak_caught,1,27,39,0,2,8,43.4,9,167
left,Right-arm fast-medium_bowled,2,7,9,0,0,7,44.5,6,273
left,Right-arm offbreak_caught,1,39,65,1,2,7,38.4,5,157
left,Right-arm fast_bowled,1,15,20,2,0,7,48.4,6,212
left,Slow left-arm orthodox_lbw,2,5,14,0,0,7,37.1,5,152
left,Slow left-arm orthodox_caught,1,15,22,1,0,7,49.1,7,271
left,Left-arm fast-medium_caught,2,11,18,1,0,7,39.3,5,192
left,Left-arm fast_caught,1,2,4,0,0,7,31.3,5,154
left,Right-arm fast-medium_bowled,1,10,20,0,0,7,46.3,5,240
left,Right-arm fast-medium_bowled,2,29,30,6,0,7,29.5,5,158
left,Left-arm fast-medium_caught,2,26,34,1,1,7,33.2,7,145
left,Left-arm fast-medium_caught,2,0,3,0,0,7,42.6,5,224
left,Left-arm medium-fast_bowled,2,12,8,0,1,7,39.4,6,259
left,Right-arm fast-medium_caught,2,5,6,1,0,8,41.5,6,174
left,Right-arm fast-medium_bowled,2,87,68,9,2,7,48.4,9,253
left,Right-arm fast_bowled,1,6,16,0,0,7,45.1,5,219
left,Right-arm medium-fast_caught,1,2,2,0,0,6,47.2,4,300
left,Right-arm fast-medium_caught,1,5,9,0,0,8,43.2,7,164
left,Left-arm fast_bowled,1,3,5,0,0,6,48.6,4,296
left,Right-arm fast_caught,2,13,23,2,0,7,29.3,5,134
left,Left-arm fast-medium_caught,2,32,42,2,0,7,38.2,7,195
left,Left-arm fast-medium_bowled,1,19,26,1,0,7,43.6,8,196
left,Right-arm fast-medium_caught,2,13,15,2,0,8,44.1,6,318
left,Right-arm fast-medium_caught,2,10,6,2,0,8,46.5,6,291
left,Left-arm fast_caught,2,15,26,0,0,8,27.3,7,156
left,Right-arm medium-fast_caught,2,11,11,1,0,8,47.3,6,173
left,Right-arm medium_bowled,1,60,80,8,0,1,27.1,1,127
left,Slow left-arm orthodox_stumped,1,105,110,9,0,1,37.2,2,194
left,Right-arm fast-medium_bowled,2,9,13,1,0,2,4.1,0,24
left,Right-arm fast-medium_caught,1,21,27,4,0,3,10.4,2,51
left,Right-arm fast-medium_caught,1,17,42,1,0,1,14.5,3,41
left,Right-arm fast-medium_caught,1,103,125,14,0,1,37.1,3,169
left,Left-arm medium_caught,2,9,12,1,0,1,2.3,0,16
left,Right-arm fast-medium_caught,1,11,16,1,0,1,6.4,0,44
left,Right-arm fast_bowled,2,2,2,0,0,1,0.2,0,2
left,Right-arm medium-fast_caught,1,16,18,2,0,1,5.3,0,33
left,Right-arm fast-medium_caught,1,31,66,2,0,2,23.3,1,96
left,Right-arm fast-medium_caught,1,0,5,0,0,1,0.5,0,0
left,Right-arm fast-medium_lbw,1,19,37,3,0,1,9.1,2,34
left,Right-arm fast-medium_caught,1,23,43,2,0,1,12.6,0,57
left,Right-arm fast-medium_caught,1,120,156,14,0,1,48.4,8,248
left,Right-arm fast-medium_caught,1,17,30,2,0,1,8.6,0,34
left,Right-arm offbreak_caught,2,41,43,7,0,1,16.4,1,125
left,Right-arm offbreak_caught,1,60,80,5,0,1,24.5,1,160
left,Right-arm offbreak_caught,2,109,102,14,1,1,31.5,0,286
left,Right-arm fast-medium_bowled,1,105,129,11,1,1,42.5,3,244
left,Right-arm offbreak_bowled,1,110,130,13,1,1,38.3,2,214
left,Right-arm fast_bowled,2,0,1,0,0,1,0.1,0,0
left,Right-arm fast-medium_caught,1,38,48,6,0,1,17.4,1,108
left,Right-arm offbreak_stumped,2,56,77,9,0,1,26.5,2,135
left,Right-arm fast_caught,2,11,34,1,0,1,9.1,1,21
left,Left-arm medium_caught,2,68,73,9,0,1,24.2,1,201
left,Right-arm fast-medium_caught,1,23,29,3,0,1,11.4,2,50
left,Right-arm fast-medium_caught,1,11,34,1,0,1,13.5,3,55
left,Right-arm fast-medium_bowled,1,22,50,2,0,1,17.1,2,103
left,Right-arm medium-fast_bowled,1,14,19,3,0,1,5.6,0,34
left,Right-arm fast-medium_caught,1,11,16,2,0,1,5.5,1,31
left,Left-arm fast-medium_lbw,1,1,9,0,0,1,2.4,1,5
left,Right-arm fast_caught,1,30,47,2,1,1,11.6,1,78
left,Slow left-arm orthodox_caught,1,26,37,3,0,1,14.2,0,98
left,Right-arm offbreak, Legbreak googly_lbw,1,64,90,6,0,1,32.2,3,133
left,Right-arm fast_caught,1,12,13,2,0,1,3.1,0,13
left,Right-arm fast-medium_bowled,1,8,24,1,0,1,5.5,0,18
left,Right-arm fast-medium_caught,1,62,103,2,0,1,34.5,2,160
left,Left-arm medium_caught,2,11,21,1,0,1,4.4,0,30
left,Left-arm fast-medium_caught,1,6,22,0,0,1,6.4,2,27
left,Right-arm fast-medium_caught,2,0,7,0,0,1,0.6,0,1
left,Slow left-arm orthodox_bowled,1,73,74,9,1,1,25.1,2,111
left,Left-arm fast-medium_caught,2,6,8,1,0,1,2.1,0,7
left,Legbreak googly_caught,2,48,58,9,0,1,18.4,2,113
left,Right-arm medium_caught,1,40,37,6,0,1,12.2,1,73
left,Right-arm fast-medium_caught,1,10,22,1,0,3,9.3,2,45
left,Right-arm fast-medium_caught,1,57,104,7,0,1,36.2,3,150
left,Right-arm medium-fast_caught,2,28,25,5,0,1,7.2,0,43
left,Left-arm medium-fast_lbw,1,14,19,3,0,1,4.4,1,29
left,Right-arm fast-medium_caught,1,40,63,2,0,1,17.6,1,95
left,Left-arm fast-medium_caught,2,8,7,1,0,1,1.2,0,9
left,Left-arm fast-medium_bowled,1,15,21,1,0,1,5.5,0,22
left,Left-arm fast-medium_caught,1,4,14,1,0,1,3.6,0,7
left,Left-arm fast-medium_caught,2,10,18,1,0,1,5.1,1,18
left,Right-arm medium-fast_bowled,1,10,31,1,0,1,10.4,2,40
left,Right-arm medium-fast_caught,1,40,82,5,0,1,22.3,1,78
left,Right-arm fast-medium_caught,1,29,35,4,0,2,8.4,1,41
left,Right-arm fast-medium_bowled,1,6,22,1,0,1,6.6,1,8
left,Right-arm offbreak_lbw,1,43,56,6,0,1,20.2,4,97
left,Right-arm fast-medium_lbw,1,0,3,0,0,1,0.3,0,0
left,Right-arm medium-fast_caught,2,2,16,0,0,1,5.1,1,4
left,Right-arm fast-medium_caught,1,17,44,1,0,1,11.4,1,45
left,Left-arm fast_caught,2,10,16,1,0,1,4.4,0,23
left,Right-arm offbreak_lbw,2,76,96,9,0,1,33.3,0,202
left,Right-arm medium_caught,2,80,89,8,1,1,32.2,5,166
left,Left-arm fast_caught,2,0,3,0,0,1,0.3,0,0
left,Right-arm offbreak_stumped,2,67,60,3,4,1,23.6,0,188
left,Right-arm offbreak_caught,2,37,42,5,0,1,13.6,0,102
left,Slow left-arm orthodox_bowled,1,73,81,6,1,1,24.4,2,169
left,Left-arm fast-medium_bowled,1,118,128,14,2,1,42.1,3,234
left,Left-arm fast-medium_bowled,1,0,1,0,0,1,0.1,0,0
left,Right-arm fast_caught,2,14,15,3,0,1,3.5,0,35
left,Right-arm offbreak_caught,2,30,48,4,0,1,15.4,1,77
left,Right-arm medium_caught,1,0,4,0,0,1,0.4,0,0
left,Left-arm medium-fast_caught,2,0,3,0,0,1,0.3,0,0
left,Right-arm offbreak_caught,2,27,38,4,1,1,14.5,1,81
left,Legbreak googly_caught,1,69,97,5,0,1,35.3,3,181
left,Right-arm fast_caught,1,11,16,2,0,1,6.3,0,31
left,Right-arm offbreak_caught,1,54,73,5,1,1,26.2,1,155
left,Left-arm fast-medium_caught,2,38,46,6,0,1,13.5,1,80
left,Left-arm fast-medium_bowled,2,16,30,1,0,1,7.6,1,31
left,Right-arm fast-medium_caught,2,70,109,9,0,1,36.1,3,162
left,Right-arm medium_bowled,1,0,1,0,0,1,0.1,0,0
left,Right-arm fast-medium_caught,1,12,23,2,0,1,9.4,0,56
left,Slow left-arm orthodox_caught,1,6,9,1,0,3,23.4,1,132
left,Right-arm fast-medium_lbw,1,28,53,3,0,1,13.5,3,50
left,Slow left-arm orthodox_bowled,1,39,52,5,0,1,19,1,92
left,Right-arm offbreak_caught,2,33,43,6,0,1,14.2,0,76
left,Right-arm fast_caught,1,6,18,0,0,1,6.4,1,31
left,Right-arm fast-medium_caught,1,133,141,17,0,1,44.4,0,282
left,Right-arm medium-fast_caught,2,30,31,4,1,1,7.2,0,40
left,Left-arm fast-medium_caught,1,2,20,0,0,1,6.1,0,17
left,Slow left-arm orthodox_bowled,1,34,28,7,0,1,9.4,0,54
left,Left-arm fast_caught,1,13,30,2,0,1,10.2,1,41
left,Left-arm fast-medium_caught,1,111,139,12,0,1,40.3,3,230
left,Right-arm fast_bowled,1,8,22,1,0,1,6.2,1,24
left,Left-arm fast_caught,2,0,4,0,0,1,0.4,0,4
left,Right-arm offbreak_caught,1,25,56,2,0,1,17.6,2,66
left,Legbreak googly_caught,1,77,120,8,0,1,41.2,3,179
left,Right-arm fast-medium_bowled,2,4,2,1,0,1,0.2,0,5
left,Right-arm medium-fast_caught,2,16,13,3,0,1,3.3,0,18
left,Left-arm medium-fast_caught,1,3,10,0,0,1,3.3,0,13
left,Right-arm fast_caught,2,0,2,0,0,1,0.2,0,0
left,Right-arm fast_caught,1,66,85,6,1,1,28.3,2,105
left,Slow left-arm orthodox_caught,1,58,65,5,2,1,18.3,0,94
left,Left-arm fast-medium_caught,2,6,10,1,0,1,3.1,0,17
left,Left-arm fast-medium_caught,2,46,39,7,1,1,9.6,0,72
left,Left-arm fast-medium_caught,1,4,11,0,0,1,2.4,0,12
left,Left-arm fast_caught,2,5,13,1,0,1,3.3,0,11
left,Right-arm medium_caught,1,0,2,0,0,1,0.2,0,0
left,Right-arm fast-medium_caught,2,60,67,3,0,6,45.5,7,285
left,Right-arm fast-medium_caught,2,71,122,3,1,6,45.6,7,204
left,Left-arm medium-fast_bowled,2,17,16,2,0,7,41.6,7,241
left,Right-arm offbreak_bowled,1,57,74,4,0,6,35.3,4,161
left,Right-arm medium-fast_caught,1,48,44,5,1,6,45.4,7,204
left,Right-arm fast_bowled,1,10,27,1,0,5,19.2,5,56
left,Left-arm medium-fast_caught,1,18,25,3,0,1,7.1,0,37
left,Right-arm fast-medium_caught,1,4,8,1,0,1,2.2,0,9
left,Left-arm medium-fast_bowled,2,2,16,0,0,1,5.6,1,19
left,Right-arm offbreak_caught,2,28,47,2,0,1,18.5,1,86
left,Left-arm fast-medium_caught,1,8,20,1,0,1,4.5,1,19
left,Right-arm offbreak_stumped,1,51,73,4,1,1,21.1,1,102
left,Left-arm medium-fast_caught,2,31,21,4,0,1,7.5,1,61
left,Right-arm fast-medium_caught,2,6,11,1,0,1,4.4,0,21
left,Right-arm medium-fast_caught,2,10,13,2,0,1,4.5,0,30
left,Right-arm medium-fast_caught,2,27,28,4,0,1,7.3,0,36
left,Right-arm medium-fast_caught,1,60,94,8,0,1,28.3,7,123
left,Left-arm fast_caught,2,1,8,0,0,1,2.6,0,8
left,Right-arm fast-medium_caught,2,0,3,0,0,1,0.3,0,0
left,Left-arm fast_caught,2,12,15,2,0,6,15.5,4,63
left,Right-arm medium-fast_caught,1,25,43,3,0,1,13.1,0,62
left,Right-arm medium-fast_caught,1,7,14,1,0,1,3.6,0,19
left,Right-arm medium_caught,2,6,11,1,0,1,2.1,0,14
left,Right-arm medium_caught,1,11,29,2,0,1,6.6,0,27
left,Right-arm fast_bowled,1,43,64,7,0,1,20.1,1,93
left,Right-arm fast_caught,1,3,14,0,0,1,3.3,0,7
left,Left-arm fast-medium_caught,2,5,23,1,0,1,7.1,2,16
left,Right-arm medium-fast_caught,1,24,52,3,0,2,17.6,2,57
left,Left-arm fast_caught,1,18,23,1,0,1,12.3,1,55
left,Left-arm fast_caught,1,27,30,5,0,1,10.2,2,62
left,Left-arm fast_bowled,2,14,17,2,0,1,6.6,0,46
left,Right-arm offbreak_caught,2,28,53,3,0,1,16.2,2,84
left,Left-arm fast-medium_caught,2,4,5,0,0,8,45.2,7,307
left,Left-arm fast_stumped,1,20,27,2,0,4,23.4,2,111
left,Left-arm fast-medium_bowled,2,28,36,3,0,3,18.3,1,140
left,Legbreak googly_stumped,2,16,21,2,0,4,15.3,2,82
left,Right-arm fast-medium_caught,1,7,6,1,0,8,49.2,6,297
left,Right-arm fast_caught,1,3,4,0,0,7,34.4,5,197
left,Right-arm fast-medium_bowled,1,40,33,2,1,7,48.6,8,242
left,Legbreak_bowled,2,0,1,0,0,6,21.2,4,106
left,Right-arm offbreak_caught,1,15,25,0,0,5,26.5,4,129
left,Right-arm offbreak_caught,2,12,45,0,0,5,21.5,4,64
left,Right-arm medium-fast_caught,1,26,19,3,0,6,49.6,6,330
left,Legbreak googly_caught,1,6,16,0,0,5,29.2,4,102
left,Left-arm medium-fast_caught,2,26,30,5,0,2,9.1,1,52
left,Right-arm fast_caught,1,31,45,5,0,2,11.6,0,60
left,Left-arm medium-fast_caught,2,119,90,11,7,2,29.1,2,216
left,Right-arm fast-medium_caught,2,7,11,0,0,2,3.2,0,25
left,Right-arm fast_caught,2,19,29,3,0,2,10.6,2,31
left,Right-arm fast_bowled,1,35,35,5,1,2,13.4,1,87
left,Legbreak googly_caught,2,57,69,6,0,2,25.2,4,146
left,Right-arm offbreak_bowled,1,22,20,2,1,4,43.5,2,257
left,Right-arm offbreak_bowled,1,6,9,1,0,4,8.2,2,31
left,Right-arm offbreak_caught,1,13,23,0,0,4,32.2,3,166
left,Right-arm medium-fast_caught,1,9,7,2,0,4,15.6,2,81
left,Right-arm fast-medium_caught,1,48,34,9,0,2,9.2,2,63
left,Right-arm offbreak_bowled,2,18,38,3,0,2,12.6,2,55
left,Legbreak_caught,1,61,80,5,0,2,27.4,2,112
left,Left-arm medium-fast_bowled,1,0,5,0,0,2,1.2,0,2
left,Left-arm medium-fast_bowled,1,8,9,1,0,1,2.3,2,8
left,Right-arm medium-fast_caught,2,49,46,10,0,2,12.3,2,65
left,Right-arm medium-fast_caught,2,7,14,1,0,2,3.5,0,15
left,Slow left-arm chinaman_stumped,1,95,82,12,3,2,27.1,2,160
left,Right-arm fast-medium_caught,2,11,17,2,0,2,5.4,0,46
left,Right-arm fast-medium_caught,2,25,35,3,0,2,9.4,1,43
left,Right-arm fast-medium_bowled,2,17,34,2,0,2,9.1,0,33
left,Left-arm fast-medium_bowled,1,56,99,5,0,2,35.3,3,158
left,Right-arm fast_caught,1,5,7,1,0,2,4.1,0,17
left,Right-arm fast_bowled,1,69,60,6,2,2,18.5,0,114
left,Right-arm fast_caught,1,1,7,0,0,2,1.5,0,9
left,Right-arm fast-medium_caught,1,7,18,0,0,2,8.5,1,23
left,Right-arm fast-medium_caught,1,2,11,0,0,1,2.4,0,4
left,Right-arm medium-fast_caught,1,0,5,0,0,2,1,0,2
left,Right-arm fast_caught,2,74,97,6,0,1,31.3,3,133
left,Right-arm medium_bowled,1,6,14,0,0,2,5.1,0,15
left,Right-arm medium_bowled,1,34,29,4,1,1,8.5,2,50
left,Right-arm fast_caught,1,13,21,2,0,1,4.6,0,21
left,Left-arm medium-fast_caught,1,43,46,5,1,2,12.6,0,70
left,Right-arm fast-medium_caught,1,7,13,0,0,2,6.4,1,27
left,Slow left-arm orthodox_caught,1,68,66,7,0,1,20.6,3,107
left,Right-arm fast_caught,2,6,6,1,0,2,2.5,0,16
left,Right-arm fast-medium_bowled,1,163,157,13,2,1,49.6,5,321
left,Right-arm fast_caught,1,100,140,4,1,2,45.5,2,240
left,Right-arm fast-medium_caught,1,48,45,5,1,2,13.6,0,75
left,Right-arm fast_bowled,1,13,20,1,0,2,6.2,0,19
left,Right-arm medium-fast_caught,1,37,51,6,0,2,14.2,2,58
left,Right-arm medium-fast_caught,2,1,4,0,0,2,1.1,0,3
left,Right-arm fast-medium_caught,2,56,61,6,1,2,20.2,2,102
left,Right-arm fast-medium_caught,1,10,20,2,0,2,4.1,0,15
left,Right-arm fast-medium_lbw,1,2,19,0,0,2,5.1,0,6
left,Right-arm offbreak_lbw,1,32,32,4,1,2,10.4,0,43
left,Right-arm offbreak_lbw,1,24,68,2,0,2,19.5,1,74
left,Slow left-arm orthodox_caught,2,21,33,3,1,1,8.5,0,44
left,Right-arm medium_caught,1,4,11,0,0,1,2.1,0,4
left,Right-arm medium-fast_lbw,1,60,73,6,0,1,28.6,4,125
left,Right-arm offbreak_bowled,1,10,18,1,0,2,6.4,0,31
left,Right-arm fast-medium_caught,2,9,21,1,0,1,5.5,0,17
left,Right-arm offbreak_caught,2,65,72,5,1,2,27.5,0,163
left,Right-arm fast-medium_caught,2,18,14,2,0,1,5.5,1,32
left,Right-arm fast-medium_caught,2,71,70,7,2,2,20.2,1,121
left,Legbreak googly_caught,1,43,63,5,0,2,18.1,1,86
left,Slow left-arm orthodox_caught,2,29,27,5,0,1,13.1,2,72
left,Legbreak googly_caught,1,56,63,6,1,2,21.4,1,102
left,Right-arm fast-medium_caught,1,46,49,1,3,1,14.2,0,94
left,Right-arm fast_caught,1,0,5,0,0,1,0.5,0,1
left,Right-arm fast-medium_caught,1,53,50,6,2,2,19.6,0,118
left,Right-arm fast-medium_lbw,2,4,8,0,0,2,3.2,0,8
left,Left-arm medium-fast_caught,2,21,16,3,1,1,4.5,0,37
left,Right-arm fast-medium_caught,2,127,115,18,0,1,38.4,5,227
left,Right-arm fast-medium_caught,2,24,22,3,0,2,9.1,0,51
left,Right-arm fast-medium_caught,1,12,18,2,0,2,6.1,1,33
left,Right-arm fast-medium_bowled,1,22,18,3,0,1,7.3,0,57
left,Right-arm medium-fast_lbw,1,34,42,2,1,2,13.1,2,80
left,Left-arm fast-medium_caught,1,178,133,19,5,1,37.3,1,274
left,Right-arm fast_caught,1,9,12,1,0,2,4.2,0,19
left,Left-arm fast_caught,2,24,23,3,0,1,8.3,1,49
left,Right-arm fast-medium_caught,1,12,7,1,1,2,3.1,0,15
left,Right-arm fast-medium_caught,2,45,46,7,0,1,12.2,1,63
left,Right-arm fast-medium_caught,1,84,80,7,3,2,27.4,1,165
left,Legbreak_caught,1,59,67,6,0,2,26.2,1,133
left,Left-arm medium_caught,2,5,10,1,0,2,4.4,1,21
left,Right-arm fast-medium_bowled,1,93,92,12,1,1,29.3,0,187
left,Right-arm fast-medium_caught,1,122,113,9,3,2,38.5,4,235
left,Left-arm fast-medium_lbw,2,12,11,2,0,2,6.4,2,39
left,Right-arm fast-medium_caught,2,16,14,3,0,2,4.6,0,39
left,Left-arm medium-fast_lbw,2,1,5,0,0,1,1.4,0,1
left,Left-arm medium-fast_caught,1,109,120,11,2,1,34.1,1,184
left,Right-arm medium-fast_caught,2,8,17,0,0,1,7.2,0,40
left,Right-arm medium-fast_caught,2,1,4,0,0,1,1.1,0,3
left,Right-arm medium_caught,2,10,12,1,0,1,4.5,0,31
left,Slow left-arm orthodox_bowled,2,19,16,3,0,1,7.1,2,97
left,Right-arm offbreak_caught,2,106,126,9,0,1,40.6,4,189
left,Right-arm fast-medium_caught,2,48,30,5,2,2,8.4,0,73
left,Left-arm medium-fast_caught,1,40,36,5,1,1,9.3,0,64
left,Right-arm offbreak_caught,2,50,56,7,1,2,20.5,4,114
left,Legbreak googly_caught,1,117,107,13,2,1,34.5,1,234
left,Right-arm fast-medium_bowled,1,6,5,1,0,2,2.1,1,9
left,Right-arm fast_bowled,1,24,29,4,0,1,9.6,1,47
left,Right-arm fast-medium_caught,1,119,115,14,1,1,36.1,1,213
left,Left-arm fast_bowled,1,7,18,1,0,1,4.3,0,13
left,Left-arm fast_caught,1,16,22,1,0,2,5.5,0,31
left,Left-arm fast_caught,2,35,38,5,0,1,8.6,0,44
left,Right-arm medium-fast_caught,1,130,119,11,2,2,35.3,1,212
left,Left-arm fast_caught,1,179,128,19,5,1,41.3,0,284
left,Left-arm fast-medium_caught,2,18,16,1,1,1,5.1,0,27
left,Right-arm fast_caught,1,21,25,4,0,1,7.2,0,40
left,Slow left-arm chinaman_caught,2,25,28,2,0,1,7.6,3,35
left,Right-arm medium_caught,2,1,9,0,0,2,4.5,1,9
left,Right-arm medium-fast_bowled,1,42,44,4,1,1,13.3,0,70
left,Right-arm offbreak_caught,1,124,119,12,4,2,34.6,0,231
left,Slow left-arm orthodox_caught,1,53,62,5,0,1,22.2,2,112
left,Right-arm fast_caught,1,2,5,0,0,2,1.5,0,10
left,Right-arm offbreak_caught,1,35,40,5,0,1,11.4,0,68
left,Right-arm fast-medium_caught,2,8,10,2,0,2,3.5,0,24
left,Right-arm fast-medium_caught,2,13,11,2,0,1,4.4,0,25
left,Right-arm fast-medium_bowled,2,15,11,2,0,1,3.2,0,24
right,Right-arm fast-medium_lbw,1,12,22,1,0,2,7.5,1,23
right,Left-arm fast-medium_caught,2,37,67,6,0,2,19.4,3,75
right,Left-arm fast-medium_bowled,1,54,66,7,0,1,17.3,2,81
right,Right-arm fast-medium_lbw,2,31,46,3,1,1,10.3,1,45
right,Legbreak googly_caught,2,16,24,1,0,4,21.3,2,126
right,Slow left-arm orthodox_caught,2,30,41,3,0,4,20.4,2,103
right,Left-arm fast-medium_caught,2,10,16,1,0,3,14.3,1,78
right,Left-arm fast-medium_bowled,1,27,19,4,0,7,47.2,6,386
right,Right-arm offbreak_lbw,1,54,65,7,0,4,26.3,3,132
right,Right-arm offbreak_caught,2,107,114,11,1,4,39.2,2,247
right,Left-arm fast-medium_caught,1,9,12,1,0,3,6.5,1,62
right,Slow left-arm orthodox_caught,2,91,102,7,0,3,34.6,3,203
right,Left-arm fast-medium_caught,1,2,8,0,0,3,1.6,1,4
right,Right-arm medium-fast_caught,1,31,46,1,0,5,36.2,4,204
right,Right-arm fast_caught,2,57,71,4,1,3,27.6,4,157
right,Right-arm offbreak_caught,2,82,92,4,0,3,37.4,2,201
right,Right-arm offbreak_caught,1,18,29,1,0,3,24.6,2,86
right,Left-arm fast-medium_caught,1,68,95,5,0,3,34.2,3,171
right,Slow left-arm orthodox_stumped,2,11,22,0,0,3,14.4,1,80
right,Right-arm offbreak_bowled,2,18,27,1,0,3,17.4,1,82
right,Right-arm fast-medium_caught,1,10,14,1,0,3,14.3,1,75
right,Right-arm fast_caught,1,28,34,4,0,3,18.2,1,100
right,Right-arm fast-medium_caught,2,0,3,0,0,3,9.6,1,31
right,Right-arm medium-fast_caught,1,8,16,1,0,3,5.4,1,27
right,Right-arm medium-fast_caught,2,37,57,5,0,3,21.1,3,109
right,Right-arm fast-medium_caught,2,118,121,11,1,3,43.2,3,256
right,Left-arm fast-medium_caught,1,105,104,10,0,3,43.6,4,250
right,Left-arm fast-medium_caught,2,64,73,8,0,3,36.5,1,203
right,Left-arm fast-medium_caught,2,0,2,0,0,3,9.6,1,68
right,Slow left-arm orthodox_caught,2,2,8,0,0,3,3.2,1,10
right,Right-arm fast_caught,2,54,70,2,1,3,29.3,5,128
right,Right-arm fast_caught,2,28,41,5,0,3,14.6,1,56
right,Right-arm fast_caught,2,2,6,0,0,3,6.1,1,31
right,Right-arm medium-fast_bowled,1,8,5,1,0,7,48.2,6,327
right,Right-arm medium_bowled,2,12,20,2,0,5,14.3,3,99
right,Slow left-arm orthodox_caught,1,1,3,0,0,7,43.6,5,286
right,Right-arm fast-medium_bowled,1,59,76,5,0,3,32.2,2,173
right,Right-arm offbreak_caught,2,24,33,1,0,4,28.3,2,143
right,Left-arm fast_caught,1,9,21,0,0,4,25.2,2,141
right,Right-arm offbreak_caught,2,35,49,4,0,4,21.4,2,114
right,Right-arm fast-medium_caught,2,2,8,0,0,3,6.5,1,34
right,Legbreak_caught,2,81,103,6,1,3,30.6,2,173
right,Right-arm medium-fast_lbw,2,0,1,0,0,3,7.4,1,26
right,Legbreak_stumped,2,22,33,1,0,3,20.6,3,82
right,Slow left-arm orthodox_bowled,1,55,73,4,0,4,39.3,3,206
right,Right-arm offbreak_caught,1,9,9,0,0,4,16.6,2,125
right,Right-arm fast-medium_caught,1,7,18,0,0,4,10.2,3,25
right,Right-arm offbreak_caught,1,16,36,1,0,4,25.2,2,109
right,Right-arm offbreak_hit wicket,1,107,93,9,1,4,43.3,3,236
right,Slow left-arm orthodox_caught,1,37,63,0,0,4,28.5,3,123
right,Right-arm offbreak_lbw,2,35,30,5,0,4,41.4,4,235
right,Right-arm fast-medium_bowled,1,0,5,0,0,3,17.6,1,80
right,Right-arm fast_bowled,2,3,6,0,0,4,6.3,2,47
right,Right-arm fast-medium_caught,2,117,123,14,0,4,44.6,3,247
right,Right-arm offbreak_lbw,2,20,30,3,0,4,8.2,2,43
right,Legbreak_caught,1,80,85,5,0,5,45.1,3,241
right,Right-arm fast-medium_caught,2,31,34,3,0,3,11.2,2,64
right,Right-arm fast-medium_caught,2,18,28,1,0,3,18.1,1,90
right,Right-arm medium-fast_lbw,2,15,25,1,0,3,14.1,1,61
right,Right-arm fast-medium_caught,2,12,25,0,0,3,10.3,3,36
right,Right-arm medium-fast_caught,2,66,83,2,0,4,35.3,4,172
right,Right-arm fast-medium_caught,2,21,27,2,0,4,15.6,2,79
right,Right-arm fast-medium_caught,1,108,120,7,0,3,42.5,2,226
right,Slow left-arm orthodox_bowled,1,66,82,5,0,3,35.5,1,173
right,Right-arm fast-medium_caught,2,183,148,22,1,3,47.1,3,318
right,Right-arm medium-fast_caught,1,106,113,9,0,3,39.6,3,228
right,Right-arm medium-fast_caught,1,1,5,0,0,3,5.3,1,33
right,Slow left-arm orthodox_caught,2,38,65,2,0,3,20.5,1,113
right,Right-arm fast-medium_lbw,1,23,35,2,0,3,14.3,1,77
right,Left-arm fast_bowled,1,0,5,0,0,3,5.4,2,19
right,Left-arm fast_caught,2,6,9,1,0,3,11.6,1,55
right,Left-arm fast_caught,1,7,17,1,0,3,9.3,2,37
right,Right-arm medium-fast_caught,2,15,22,1,0,3,25.4,2,138
right,Right-arm fast-medium_caught,1,37,54,1,1,3,26.2,3,119
